qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
TRINITY_DN27278_c0_g2_i1.p1	1661.46152678	5.48979991253	10	86	1.39084323908	0.256936887922	0.00410388835102	GTPase NRas	
TRINITY_DN27278_c0_g2_i1.p1	1169.38087583	5.55884416209	10	178	1.19492910969	0.258760916269	0.00167368694665	GTPase KRas	
TRINITY_DN27278_c0_g2_i1.p1	1375.54316178	12.957845192	24	699	1.14021726471	0.0	0.0	Ras-related protein Ral-B	
TRINITY_DN27278_c0_g2_i1.p1	936.396281906	3.30286715348	6	98	1.06855213912	0.196196893422	0.000463642081638	GTPase HRas	
TRINITY_DN27278_c0_g2_i1.p1	519.766173624	1.74712326407	3	89	0.826551109856	0.054023325242	0.000613901423205	GTP-binding protein Rit2	
TRINITY_DN27278_c0_g2_i1.p1	524.885535255	1.07433607244	2	33	0.814664708663	0.0277545269384	2.97641976497e-05	Transforming protein p29	
TRINITY_DN27278_c0_g2_i1.p1	517.076082907	0.582601647083	1	3	0.80461196429	0.0146689545493	0.000349260822601	Ras-like protein rasD	
TRINITY_DN27278_c0_g2_i1.p1	512.812413769	0.577797690937	1	6	0.802869674779	0.0145782762758	0.000911142267236	Ras-like protein rasG	
TRINITY_DN27278_c0_g2_i1.p1	504.976054338	0.568968317494	1	2	0.799291616045	0.0137621718144	0.000362162416168	Ras-like protein rasB	
TRINITY_DN27278_c0_g2_i1.p1	479.5027938	0.540267116117	1	2	0.788684714518	0.0129390921012	0.00129390921012	Ras-like protein rasX	
TRINITY_DN27278_c0_g2_i1.p1	374.964898498	1.17235192618	2	77	0.758968084456	0.035810942775	0.000116269294724	GTP-binding protein Rit1	
TRINITY_DN27278_c0_g2_i1.p1	351.047287221	1.06133898608	2	72	0.744451901085	0.0264641053542	0.000350517951711	Ras-related protein RSR1	
TRINITY_DN27278_c0_g2_i1.p1	321.913615782	0.561907417156	1	24	0.726166610241	0.0139644541168	1.62309429969e-07	Ras protein let-60	
TRINITY_DN27278_c0_g2_i1.p1	304.144246729	0.541838362071	1	25	0.718874086824	0.0136156915265	3.58119187966e-06	Ras-related protein Rap1	
TRINITY_DN27285_c0_g1_i3.p1	4271.3991359	9.39908692981	17	144	2.39136935558	0.175062519225	0.00132830163901	Excitatory amino acid transporter 1	
TRINITY_DN27285_c0_g1_i5.p1	4265.75308106	2.23020982791	4	34	2.32280136672	0.0499917911672	0.000224248863376	Excitatory amino acid transporter	
TRINITY_DN27286_c0_g1_i2.p1	1230.38310755	1.60099378879	3	307	1.11480393355	0.0616050496335	7.11074665277e-07	Carboxypeptidase M	
TRINITY_DN27286_c0_g1_i3.p1	1270.75229463	4.1402389206	8	767	1.13066067604	0.0610560933639	1.43546134611e-06	Carboxypeptidase E	
TRINITY_DN27299_c0_g1_i1.p1	1415.2890162	4.86399031542	9	696	1.15611560648	0.0	0.0	Alpha-(1,6)-fucosyltransferase	FUT8
TRINITY_DN27300_c0_g2_i1.p1	1059.27569475	1.7065983567	3	146	1.03992077143	0.0494535002184	6.92052878976e-06	Heat shock protein 75 kDa, mitochondrial	HTPG
TRINITY_DN27300_c0_g2_i1.p1	184.517452772	3.2707793157	6	17670	0.669013449806	0.00982347771571	1.27541533605e-06	Chaperone protein HtpG	HTPG
TRINITY_DN27303_c0_g1_i2.p1	1824.66945232	1.03250162289	2	93	1.42582347358	0.199916300481	2.6700612463e-06	DnaJ homolog subfamily C member 28	DNAJC28
TRINITY_DN27308_c0_g1_i1.p1	1.76038872085e-13	0.582275403809	1	65	0.648756969558	0.110862206292	1.11615510534e-08	N6-adenosine-methyltransferase non-catalytic subunit	
TRINITY_DN27310_c0_g1_i4.p1	2217.43308249	6.08262467546	10	315	1.72328955996	0.464691502959	0.00149151983961	Nucleoporin SEH1	SEH1L
TRINITY_DN27312_c0_g1_i1.p1	974.076273184	0.503980395633	1	67	0.989757829186	0.01910815038	1.05497530885e-08	RNA polymerase II transcription factor B subunit 3	
TRINITY_DN27312_c0_g1_i1.p1	421.979887686	0.604136828588	1	513	0.835350696149	0.144449988485	1.23588693495e-05	CDK-activating kinase assembly factor MAT1	
TRINITY_DN27313_c1_g1_i3.p1	5.47631070269e-08	0.574358373326	1	36258	0.604717526293	0.0277689158292	4.4096609408e-08	DNA topoisomerase 1	
TRINITY_DN27321_c1_g2_i1.p1	941.365012643	2.94943191768	5	874	1.1557789855	0.357017199956	0.000693223375391	Pre-mRNA-splicing factor SPF27	BCAS2
TRINITY_DN27322_c0_g2_i1.p1	1378.19485342	4.64892030825	9	732	1.14127794137	0.0	0.0	Synaptotagmin-7	
TRINITY_DN27324_c0_g1_i3.p1	10257.0397834	9.72170245658	17	25	4.79826598871	0.198959680174	7.22430967064e-05	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial	
TRINITY_DN27326_c0_g1_i1.p1	5071.42597773	13.9138896677	24	144	2.66936762549	0.0958432278776	1.61810744125e-05	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform	
TRINITY_DN27331_c0_g1_i1.p1	5.35675862277e-08	0.498697769713	1	35860	0.695751310318	0.199530736743	9.91107419212e-07	Peroxidase	
TRINITY_DN27343_c1_g6_i1.p1	344.980233769	2.19620043036	4	5206	0.9082613485	0.340130545146	3.30321723363e-06	AMP deaminase 1	AMPD1
TRINITY_DN27343_c1_g6_i1.p2	344.980233769	2.19620043036	4	5206	0.9082613485	0.340130545146	3.30321723363e-06	AMP deaminase 1	AMPD1
TRINITY_DN27343_c1_g6_i3.p2	344.999624069	2.11993338787	4	5206	0.908471808001	0.340513003843	3.31683080953e-06	AMP deaminase 1	AMPD1
TRINITY_DN27343_c1_g6_i3.p1	344.999624069	2.11993338787	4	5206	0.908471808001	0.340513003843	3.31683080953e-06	AMP deaminase 1	AMPD1
TRINITY_DN27345_c1_g1_i4.p1	2205.08042646	3.79534142214	7	223	1.57177409573	0.188189779653	6.70965077412e-05	Vesicular inhibitory amino acid transporter	SLC32A1
TRINITY_DN27346_c0_g1_i1.p1	965.006303315	6.92715392726	12	1985	1.0691367009	0.175722665431	5.83448440823e-05	COP9 signalosome complex subunit 6	COPS6
TRINITY_DN27354_c0_g1_i11.p1	1663.19158662	2.25051045034	4	224	1.25527663465	0.0	0.0	Exostosin-2	EXT2
TRINITY_DN27354_c0_g1_i12.p1	1663.21810524	2.19462037249	4	224	1.2552872421	0.0	0.0	Exostosin-2	EXT2
TRINITY_DN27357_c0_g1_i1.p1	8033.41289306	2.60395789211	5	12	3.95084778008	0.277537048271	0.0193993637313	Ragulator complex protein LAMTOR4	LAMTOR4
TRINITY_DN27358_c0_g2_i1.p1	2.12813067134e-12	0.562943055537	1	226	0.854085506484	0.498254189944	0.000539290694911	Ejaculatory bulb-specific protein 3	
TRINITY_DN27360_c0_g1_i1.p1	694.417575823	29.6168253943	58	17661	0.972443516433	0.197495462274	0.000194554934397	Aquaporin-1	
TRINITY_DN27360_c0_g1_i1.p1	542.772530702	1.5481697021	3	79	0.818765824631	0.0219931439366	2.23032120633e-05	Lens fiber major intrinsic protein	
TRINITY_DN27360_c0_g1_i2.p1	567.154802683	19.4388264486	39	17436	0.887024418797	0.132379251153	7.47306467958e-05	Aquaporin Z	
TRINITY_DN27360_c0_g1_i2.p1	641.760151287	1.48049227401	3	79	0.862677112471	0.0301366806137	3.05615595728e-05	Lens fiber major intrinsic protein	
TRINITY_DN27365_c0_g1_i1.p1	1408.69600635	3.15157374705	6	467	1.21071522937	0.107990842025	8.40279057243e-05	MAGUK p55 subfamily member 7	
TRINITY_DN27365_c0_g1_i5.p1	1280.34283262	1.95518326204	4	378	1.14453109641	0.0799871979516	3.74224369635e-05	MAGUK p55 subfamily member 7	MPP7
TRINITY_DN27374_c0_g1_i2.p1	1573.76802936	0.620554589602	1	23	1.28639641416	0.126204716601	3.51308476581e-05	Troponin T, skeletal muscle	
TRINITY_DN27374_c0_g1_i2.p1	1203.90475405	1.14154633393	2	133	1.11505631283	0.0820640552853	2.30955400011e-05	Troponin T	
TRINITY_DN27374_c0_g2_i1.p1	1409.24475711	1.17854238025	2	156	1.25381088955	0.18889105132	3.64754566229e-05	Troponin T, skeletal muscle	
TRINITY_DN27378_c0_g2_i1.p1	1733.27950874	59.8749934267	100	5149	1.39536272472	0.211393207205	0.000626070112914	Flap endonuclease 1	FEN1
TRINITY_DN27384_c1_g2_i2.p1	2399.29985388	0.557401545889	1	12	1.61303868424	0.11936695279	0.00271288529068	Allatostatins	
TRINITY_DN27384_c1_g2_i2.p1	1523.16154104	0.621355198796	1	37	1.26639351094	0.126654148784	0.000109783668205	Allatostatin A	
TRINITY_DN27394_c0_g1_i1.p1	2031.49190484	4.49631009427	8	265	1.77835098402	0.708970202254	7.44307698874e-07	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter	
TRINITY_DN27394_c0_g1_i1.p1	534.927673766	0.577277406221	1	63	1.06891550324	0.499871339612	0.00063118700568	UDP-sugar transporter UST74c	
TRINITY_DN27397_c0_g1_i2.p1	387.277101204	41.669840511	77	76017	0.79758192069	0.0993790908509	8.10289592946e-06	3-isopropylmalate dehydrogenase	
TRINITY_DN27397_c0_g1_i2.p1	458.196918831	0.565306630847	1	8	0.773938432252	0.00124465030805	2.80635091732e-09	3-isopropylmalate dehydrogenase, chloroplastic	
TRINITY_DN27397_c0_g1_i2.p1	113.283346787	1.05627917331	2	571	0.692673384751	0.10822621872	7.50574660333e-06	Homoisocitrate dehydrogenase	
TRINITY_DN27405_c0_g1_i1.p1	2158.93049467	2.32099663757	4	66	1.50413537533	0.095402191901	7.87969659113e-07	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	
TRINITY_DN27405_c0_g1_i1.p1	1197.35562703	1.75011834761	3	122	1.07724993093	0.0156747989388	1.83414230633e-06	CTD small phosphatase-like protein	
TRINITY_DN27410_c0_g2_i1.p1	1663.15702827	1.0500031956	2	112	1.34353049137	0.166534810127	0.000211534813723	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1
TRINITY_DN27410_c0_g2_i2.p1	2036.94910537	1.67993227621	3	112	1.53722829801	0.249885157793	0.000476111363136	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1
TRINITY_DN27410_c0_g2_i3.p1	2191.47175497	2.33335368063	4	129	1.62220556311	0.293588707703	0.000742302182538	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1
TRINITY_DN27411_c0_g1_i1.p1	2688.29557616	6.47734176028	12	257	1.67228339789	0.0131418014875	6.31883835454e-07	DnaJ homolog subfamily B member 14	
TRINITY_DN27411_c0_g1_i2.p1	2688.2921539	6.4684560111	12	257	1.67228202899	0.0131418014875	6.31883835454e-07	DnaJ homolog subfamily B member 14	
TRINITY_DN27414_c0_g1_i1.p1	651.043151165	1.15672809018	2	731	0.921060453419	0.133288992351	1.35035050356e-06	Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1	PYROXD1
TRINITY_DN27415_c0_g2_i1.p1	1724.3066449	6.82675469832	12	624	1.30894295122	0.0551318047077	2.18380688733e-05	Heterogeneous nuclear ribonucleoprotein A1	
TRINITY_DN27415_c0_g2_i3.p1	1724.3066449	6.82675469832	12	624	1.30894295122	0.0551318047077	2.18380688733e-05	Heterogeneous nuclear ribonucleoprotein A1	
TRINITY_DN27421_c0_g1_i2.p1	909.662954511	6.81437081776	13	2430	0.963720991161	0.0185958528819	3.66449954454e-07	Elongation factor Ts, mitochondrial	
TRINITY_DN27424_c0_g1_i8.p1	1477.03462711	1.04139206369	2	142	1.20021241222	0.036600877193	4.82307289608e-06	Disks large homolog 2	
TRINITY_DN27425_c0_g1_i1.p1	2279.31212162	6.06882885586	11	328	1.59007147836	0.166662859179	0.000765717419776	Xenotropic and polytropic retrovirus receptor 1 homolog	XPR1
TRINITY_DN2742_c0_g1_i1.p1	1808.76469379	51.089229812	88	3825	1.39576716726	0.15519962793	0.00027434706148	Cytosolic Fe-S cluster assembly factor NUBP1 homolog	
TRINITY_DN2742_c0_g1_i1.p1	55.0949062361	4.80379018719	9	36260	0.655297060683	0.0816199314495	2.67260360566e-05	Iron-sulfur cluster carrier protein	
TRINITY_DN27433_c0_g1_i2.p1	2073.4162199	1.04176255001	2	72	1.42819654642	0.0166604814568	1.64291867551e-07	Mediator of RNA polymerase II transcription subunit 28	MED28
TRINITY_DN27440_c0_g1_i1.p1	551.525805724	4.33857834355	8	4072	0.819272663204	0.0163440280921	3.0128872515e-07	Probable translation initiation factor IF-2	INFB
TRINITY_DN27442_c0_g2_i1.p1	391.837573295	1.04678343928	2	2018	0.767112669087	0.0384480687065	8.16774989748e-06	PAN2-PAN3 deadenylation complex subunit PAN3	PAN3
TRINITY_DN27445_c0_g1_i1.p2	1118.57816878	5.92365393315	10	1227	1.07185323335	0.0649469617976	3.80416689915e-06	Ubiquitin-conjugating enzyme E2 H	
TRINITY_DN27448_c0_g2_i1.p1	2618.04780509	2.58214881605	5	113	1.96820316837	0.624498150388	1.33145395722e-06	tRNA (uracil-5-)-methyltransferase homolog A	TRMT2B
TRINITY_DN27457_c0_g1_i3.p1	1661.08236393	21.9981803021	41	2018	1.32463051656	0.132446046304	5.83223031738e-05	Ubiquitin-conjugating enzyme E2 4	
TRINITY_DN27457_c0_g1_i3.p1	341.666417889	2.78600878823	5	765	0.791474638964	0.122279131779	6.59830055725e-06	Ubiquitin-conjugating enzyme E2-16 kDa	
TRINITY_DN27457_c0_g1_i4.p1	1851.50628031	12.6980711724	22	889	1.36921461509	0.0728520414245	2.60506803738e-05	Ubiquitin-conjugating enzyme E2 4	
TRINITY_DN27457_c0_g1_i4.p1	381.89090964	1.26383624694	2	207	0.768395633479	0.048375929209	1.35711043521e-06	Ubiquitin-conjugating enzyme E2-18 kDa	
TRINITY_DN27459_c0_g2_i1.p1	2.83828331461e-10	0.584098521957	1	2610	0.591305277168	0.002462786862	6.54576626307e-09	Eukaryotic translation initiation factor 3 subunit A	
TRINITY_DN27467_c0_g1_i1.p1	1728.11051056	6.58622337347	11	569	1.32937542959	0.0908130727186	1.48411633153e-05	26S proteasome non-ATPase regulatory subunit 7	
TRINITY_DN27467_c0_g1_i1.p3	501.457074897	34.7554353924	59	36242	0.911260792509	0.22769030986	0.000104916210407	Inosine triphosphate pyrophosphatase	
TRINITY_DN27468_c0_g1_i3.p1	4.16660200195e-15	0.50481015952	1	2	0.722741043614	0.249513239876	0.0249513239876	Probable beta-hexosaminidase fdl	
TRINITY_DN27471_c0_g1_i1.p1	2081.53433791	5.05510700532	9	268	1.42261373516	0.0	0.0	Septin-7	
TRINITY_DN27471_c0_g1_i1.p1	1118.4818203	0.524696403009	1	2	1.05964460414	0.0419839810925	1.8302057393e-05	Septin homolog spn1	
TRINITY_DN27471_c0_g1_i1.p1	271.950542118	0.519790151515	1	166	0.709772592398	0.020740327381	1.01931203806e-07	Cell division control protein 3	
TRINITY_DN27476_c0_g2_i3.p1	2609.44449127	2.12122668678	4	91	1.73977388139	0.199979301423	0.000352756639044	Transmembrane anterior posterior transformation protein 1 homolog	TAPT1
TRINITY_DN27477_c0_g2_i1.p1	1762.69334244	2.03778014343	3	85	1.36217268483	0.126594982079	3.67807175005e-07	DDB1- and CUL4-associated factor 7	
TRINITY_DN27477_c0_g2_i1.p1	1502.21257376	0.595665340012	1	7	1.23002567063	0.073766854412	0.0022104143231	WD repeat-containing protein LWD2	
TRINITY_DN27477_c0_g2_i1.p1	681.992746062	0.598617451696	1	49	0.875978705905	0.0248677248677	8.56650185517e-05	WD repeat-containing protein LWD1	
TRINITY_DN27477_c0_g2_i1.p1	647.771060346	0.580067148297	1	51	0.871513349573	0.042271149798	6.08021071167e-05	Protein TRANSPARENT TESTA GLABRA 1	
TRINITY_DN27486_c0_g1_i1.p1	4.16660200195e-15	0.547111755417	1	6	0.593117882897	0.00588279762764	7.71820134355e-09	Putative glutamine--fructose-6-phosphate aminotransferase [isomerizing]	
TRINITY_DN27486_c1_g2_i2.p1	258.744799712	9.04386633924	17	39273	0.758813135038	0.123236152663	2.71211107962e-06	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	GLMS
TRINITY_DN27488_c0_g1_i1.p1	5.04158838982e-15	0.509041598861	1	11	0.623103843867	0.0624595259683	1.4755198067e-05	eEF1A lysine and N-terminal methyltransferase homolog	
TRINITY_DN27488_c0_g1_i2.p1	5.04158838982e-15	0.541546102254	1	11	0.634147217164	0.0832958936113	1.96775013795e-05	eEF1A lysine and N-terminal methyltransferase homolog	
TRINITY_DN27494_c2_g2_i1.p1	1076.07159185	2.23416646519	4	534	1.1159938162	0.180310853419	2.13575264173e-05	Heterogeneous nuclear ribonucleoprotein Q	SYNCRIP
TRINITY_DN27500_c0_g2_i1.p1	1.21498079869e-13	0.517860848655	1	54	0.593484141073	0.00657384978021	3.44601807642e-08	Mediator of RNA polymerase II transcription subunit 30	
TRINITY_DN27502_c0_g2_i1.p1	2310.70565129	6.97752863791	12	348	1.65434126835	0.264258419919	0.000102263867394	Terminal nucleotidyltransferase 5C	
TRINITY_DN27515_c0_g1_i2.p1	4135.57378472	8.66167949459	16	32	2.33731614105	0.175630886148	0.000112875385748	Tyrosine-protein kinase transforming protein Src	
TRINITY_DN27515_c0_g1_i2.p1	2350.90342956	4.26414517248	8	24	1.66418858893	0.25249749549	0.000177224801615	Tyrosine-protein kinase Fyn	
TRINITY_DN27515_c0_g1_i2.p1	2261.08150051	3.7438872399	7	20	1.62221372483	0.241084067042	0.000328454620486	Tyrosine-protein kinase Yes	
TRINITY_DN27515_c0_g1_i2.p1	2093.82143454	3.19635971983	6	17	1.55737635334	0.244985616605	0.000270136011684	Proto-oncogene tyrosine-protein kinase LCK	
TRINITY_DN27515_c0_g1_i2.p1	1833.06642135	2.14619750698	4	8	1.44312891266	0.226172842257	0.00153688636093	Tyrosine-protein kinase Fgr	
TRINITY_DN27515_c0_g1_i2.p1	1438.70205502	2.13070166592	4	16	1.29196886624	0.238650485966	0.000164333674342	Tyrosine-protein kinase HCK	
TRINITY_DN27515_c0_g1_i2.p1	1307.41520047	1.60546779084	3	11	1.23792852034	0.23577545729	7.2389558606e-05	Tyrosine-protein kinase Lyn	
TRINITY_DN27515_c0_g1_i2.p1	1291.8374287	2.70567168435	5	32	1.17887902633	0.136120779812	2.07724483652e-06	Tyrosine-protein kinase ITK/TSK	
TRINITY_DN27515_c0_g1_i2.p1	951.206123713	1.61390019946	3	21	1.09541786118	0.235723469113	9.86532151297e-05	Tyrosine-protein kinase FRK	
TRINITY_DN27515_c0_g1_i2.p1	912.492255873	1.06836878407	2	8	1.07822039269	0.232495250921	5.03678373197e-05	Tyrosine-protein kinase Blk	
TRINITY_DN27515_c0_g1_i2.p1	921.664249026	1.0791075578	2	4	0.961871555224	0.00604878306405	2.94661561293e-08	Tyrosine protein-kinase src-1	
TRINITY_DN27515_c0_g1_i2.p1	477.65838498	0.559255609581	1	5	0.902804819737	0.229699442324	3.80656717168e-05	Tyrosine-protein kinase STK	
TRINITY_DN27515_c0_g1_i2.p1	452.163503806	0.529405635242	1	9	0.893258061144	0.230929003956	1.43762254156e-05	Tyrosine-protein kinase BTK	
TRINITY_DN27515_c0_g1_i2.p1	450.747781854	0.527748076469	1	5	0.892022307552	0.229657356657	0.000239789106214	Tyrosine-protein kinase Src64B	
TRINITY_DN27515_c0_g1_i2.p1	446.350177671	0.522599263611	1	4	0.89034878338	0.229827349742	1.08474292897e-05	Proto-oncogene tyrosine-protein kinase Yrk	
TRINITY_DN27515_c0_g1_i2.p1	394.952821279	0.566349779203	1	15	0.870326062396	0.230839056159	1.17059966711e-05	Tyrosine-protein kinase TXK	
TRINITY_DN27515_c0_g1_i2.p1	390.062627383	0.559337443941	1	15	0.868579605474	0.231234331341	1.7945478796e-05	Tyrosine-protein kinase Tec	
TRINITY_DN27515_c0_g1_i2.p1	483.82649785	0.566477373417	1	5	0.867017152549	0.157514271992	0.000199462650753	Tyrosine-protein kinase isoform SRK4	
TRINITY_DN27515_c0_g1_i2.p1	478.259690374	0.559959631319	1	3	0.864761124593	0.157465859722	1.7139517878e-05	Tyrosine-protein kinase isoform SRK1	
TRINITY_DN27515_c0_g1_i2.p1	451.636614466	0.528788741475	1	9	0.812034948477	0.078075513239	1.40336894401e-05	Cytoplasmic tyrosine-protein kinase BMX	
TRINITY_DN27515_c0_g1_i2.p1	486.26806037	0.56933600916	1	5	0.808514486775	0.045296417877	8.05759979275e-06	Tyrosine-protein kinase transforming protein Abl	
TRINITY_DN27522_c0_g1_i1.p1	3680.62771623	3.5971056028	7	80	2.12222178205	0.113152145315	2.92702985358e-06	Ubiquitin carboxyl-terminal hydrolase 13	USP13
TRINITY_DN27526_c0_g1_i1.p1	1479.46804447	2.95624401971	6	356	1.24584276527	0.120859497645	6.86409710818e-07	Gastrin-releasing peptide receptor	
TRINITY_DN27526_c0_g1_i1.p1	811.650099634	0.529871188692	1	38	1.01482022606	0.188981237656	6.51221482095e-06	Neuropeptide CCHamide-1 receptor	
TRINITY_DN27529_c0_g1_i2.p1	3287.28957053	1.5429085843	3	43	2.10361607601	0.374905517763	1.6169136274e-05	Serine/threonine-protein kinase N2	PKN2
TRINITY_DN27533_c0_g1_i1.p1	1893.28350158	2.82063504267	5	135	1.68432714668	0.635869857489	0.000136078979945	EF-hand domain-containing protein D2	
TRINITY_DN27533_c0_g1_i1.p1	1675.68303901	1.69181176805	3	62	1.45297770159	0.363592363539	2.66654547161e-05	EF-hand domain-containing protein D1	
TRINITY_DN27543_c0_g1_i1.p1	2172.06973615	22.1147832665	36	1180	1.63429275634	0.331062391175	8.97277363667e-05	60S ribosomal protein L5	RPL5
TRINITY_DN27553_c0_g1_i1.p1	2311.25131284	1.03048947968	2	58	1.51450052514	0.0	0.0	Synaptojanin-2	SYNJ2
TRINITY_DN27555_c0_g1_i1.p1	1668.178765	1.70002390461	3	167	1.52219648662	0.49985503885	9.0501641426e-05	Amyloid protein-binding protein 2	APPBP2
TRINITY_DN27561_c0_g1_i3.p1	2468.14276769	3.67560305326	7	178	1.66140277032	0.158747037541	0.000486667442923	Differentially expressed in FDCP 8 homolog	DEF8
TRINITY_DN27564_c0_g1_i3.p1	589.662722199	0.482062115228	1	47	0.835413424659	0.0180157258993	5.26252313905e-08	Eukaryotic peptide chain release factor GTP-binding subunit	TUF
TRINITY_DN27564_c0_g1_i3.p1	365.339496789	3.71395259365	7	7267	0.743887020559	0.0146249424514	1.1723140729e-07	Elongation factor 1-alpha	TUF
TRINITY_DN27565_c0_g1_i4.p1	1604.69582186	2.93445463632	5	300	1.32829621114	0.181920396084	3.62371204019e-06	High-affinity choline transporter 1	
TRINITY_DN27571_c0_g1_i1.p1	337.55864912	1.06408392079	2	2719	0.743950001599	0.0357104267962	7.87447150795e-07	Cleavage and polyadenylation specificity factor subunit 2	CPSF2
TRINITY_DN27574_c0_g2_i1.p1	1301.16633942	0.549619374641	1	6	1.20882414863	0.18554700463	0.000885020402202	Cryptic catabolic NAD-specific glutamate dehydrogenase GudB	GDHA
TRINITY_DN27574_c0_g2_i1.p1	148.722391821	4.43696617035	8	49864	0.695497954	0.0868094011518	7.33053502972e-07	Glutamate dehydrogenase	GDHA
TRINITY_DN27574_c1_g1_i3.p1	3119.00197609	31.90045125	56	870	1.83760079044	0.0	0.0	Neuronal-specific septin-3	
TRINITY_DN27574_c1_g1_i3.p1	121.35052441	0.542180138983	1	166	0.682670485516	0.083264655788	4.09215652343e-07	Cell division control protein 3	
TRINITY_DN27579_c0_g1_i2.p1	2975.58766435	1.70307108618	3	16	1.84388002538	0.120084743381	2.28245919906e-06	(Lyso)-N-acylphosphatidylethanolamine lipase	
TRINITY_DN27579_c0_g1_i2.p1	2141.97079966	2.84225499049	5	86	1.7289181424	0.532126595087	0.00513635709543	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	
TRINITY_DN27583_c1_g2_i3.p1	790.522875801	3.32565034866	6	1487	0.942138860277	0.067791880661	6.60323520599e-07	Mitochondrial glycine transporter	SLC25A38
TRINITY_DN27589_c0_g1_i1.p2	4148.66743652	3.2383624867	6	54	2.38885422946	0.262992691611	5.64148745319e-05	High mobility group protein HMG-I/HMG-Y	HMGA1
TRINITY_DN27589_c0_g1_i2.p2	4148.66743652	3.2383624867	6	54	2.38885422946	0.262992691611	5.64148745319e-05	High mobility group protein HMG-I/HMG-Y	HMGA1
TRINITY_DN27589_c1_g1_i4.p1	3387.53912095	2.11464953872	4	54	1.99547850054	0.0952129106349	4.76366661114e-07	Nuclear factor 1 C-type	NFIC
TRINITY_DN2758_c0_g1_i1.p1	2256.74347575	39.6090412646	70	1552	1.57308530915	0.151671699529	9.59048188938e-05	26S proteasome regulatory subunit 7	
TRINITY_DN2758_c0_g1_i1.p1	749.85724246	14.3889791448	26	1855	0.916992048123	0.0510357546474	1.00588052728e-05	Proteasome-activating nucleotidase	
TRINITY_DN27602_c0_g1_i2.p1	1921.47887842	5.27259975167	10	323	1.47671158607	0.222867516231	1.25547352652e-05	5-hydroxytryptamine receptor 1A	HTR1A
TRINITY_DN27602_c0_g1_i2.p1	663.003208408	1.57800577641	3	243	0.882656542609	0.0518021594157	5.73775141278e-06	D(3) dopamine receptor	HTR1A
TRINITY_DN27605_c0_g1_i2.p1	2606.58377139	2.58698838073	5	114	1.74302593108	0.208287151978	1.15988596058e-05	Adenylyl cyclase-associated protein 1	CAP1
TRINITY_DN27609_c1_g1_i1.p1	1298.84120213	2.53837690341	5	459	1.14772050151	0.0720450694833	6.69164230314e-06	Proton-coupled amino acid transporter 2	
TRINITY_DN27609_c1_g1_i2.p1	1298.83989535	2.53115284411	5	459	1.1477199788	0.0720450694833	6.69164230314e-06	Proton-coupled amino acid transporter 2	
TRINITY_DN2761_c0_g1_i2.p1	2064.8242377	3.41546895546	6	218	1.46892381399	0.0999888399085	1.6876866735e-06	Proteasome activator complex subunit 3	PSME3
TRINITY_DN27626_c0_g1_i2.p1	2567.54837966	1.03710638822	2	47	1.64376968198	0.0504722486277	1.91739231218e-06	Wiskott-Aldrich syndrome protein family member 1	
TRINITY_DN27631_c0_g1_i1.p1	1358.26551135	0.5718433307	1	42	1.13426147474	0.00180238962247	1.84841515995e-07	Unconventional myosin-VI	
TRINITY_DN27631_c0_g1_i1.p1	1283.57231003	0.571658981965	1	47	1.11036678261	0.0130895743629	1.92093791713e-05	Myosin heavy chain 95F	
TRINITY_DN27637_c0_g1_i1.p1	729.587471342	4.49187465986	8	2328	1.11732844205	0.444321818784	0.000144477918148	Deoxyhypusine hydroxylase	LIA1
TRINITY_DN27643_c0_g1_i1.p1	6817.18944543	1.66370439682	3	8	3.39257228834	0.142799284875	0.000644459085964	Prolyl hydroxylase EGLN3	EGLN3
TRINITY_DN27644_c0_g1_i4.p1	3291.5090639	4.05214950633	8	102	1.96160476453	0.103772615424	8.26396405996e-05	Electrogenic sodium bicarbonate cotransporter 1	SLC4A4
TRINITY_DN27644_c0_g1_i4.p1	1295.0815998	0.499214873019	1	5	1.10946210375	0.00269709985515	4.55353538791e-08	Band 3 anion exchange protein	SLC4A4
TRINITY_DN27646_c0_g2_i1.p1	2461.81030181	1.0330054351	2	51	1.7071494673	0.249852663838	0.000171736865536	Hsp70-Hsp90 organizing protein 3	
TRINITY_DN27647_c1_g1_i3.p1	1.20414673494e-12	0.496942897465	1	170	0.634120094203	0.083245438245	5.96662247162e-07	Transcriptional activator Myb	
TRINITY_DN27651_c0_g1_i1.p1	2573.92619497	5.67519279177	10	233	1.65618033835	0.069075021405	4.95086144627e-06	Dual specificity tyrosine-phosphorylation-regulated kinase 2	
